,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,eenhana,-17.4667,16.3333,83.52,48,87,6.46,NA,1611675090
371,gopalpur,19.2667,84.9167,72.93,79,26,2.04,IN,1611675090
372,acayuca,20.0333,-98.8333,62.58,42,0,4.12,MX,1611675090
373,bilibino,68.0546,166.4372,-21.66,82,100,2.17,RU,1611675090
374,maniitsoq,65.4167,-52.9,13.59,90,97,4.88,GL,1611675091
375,jackson,42.4165,-122.8345,30.0,86,1,4.61,US,1611675091
376,ketchikan,55.3422,-131.6461,26.6,93,1,3.44,US,1611675091
377,palmer,42.1584,-72.3287,32.0,63,40,6.91,US,1611675092
378,basco,20.4487,121.9702,72.03,78,13,20.87,PH,1611675092
379,sur,22.5667,59.5289,67.03,62,0,2.46,OM,1611675092
380,avera,33.194,-82.5271,68.0,85,90,8.05,US,1611675092
381,roma,43.2128,-75.4557,27.0,68,90,9.22,US,1611675092
382,kirakira,-10.4544,161.9205,81.43,81,99,12.39,SB,1611675092
383,valguarnera caropepe,37.4955,14.3888,46.99,46,5,18.99,IT,1611675092
384,waipawa,-41.4122,175.5153,64.99,88,75,19.57,NZ,1611675092
385,hambantota,6.1241,81.1185,77.0,88,40,10.36,LK,1611675092
386,chillicothe,39.3331,-82.9824,46.99,93,90,13.8,US,1611675092
387,misratah,32.3754,15.0925,60.62,69,63,32.26,LY,1611675092
388,coquimbo,-29.9533,-71.3436,62.6,88,90,9.22,CL,1611675092
389,korla,41.7597,86.1469,22.23,81,0,3.49,CN,1611675093
390,oda,35.1833,132.5,49.8,91,100,9.44,JP,1611675093
391,harsin,34.2721,47.5861,48.2,29,0,6.91,IR,1611675093
392,pogar,52.554,33.2591,32.25,94,100,22.35,RU,1611675093
393,sungairaya,0.7,108.9,77.94,89,100,7.36,ID,1611675093
394,sobolevo,54.4299,31.8996,31.57,98,100,17.98,RU,1611675093
395,gelemso,8.8167,40.5167,64.06,27,67,8.12,ET,1611675093
396,isangel,-19.55,169.2667,78.8,83,90,17.92,VU,1611675093
397,almaznyy,48.0448,40.045,37.4,93,0,13.42,RU,1611675094
398,talcahuano,-36.7167,-73.1167,66.2,55,0,9.22,CL,1611674895
399,springbok,-29.6643,17.8865,75.09,38,51,14.61,ZA,1611675094
400,poum,-20.2333,164.0167,80.06,79,81,17.31,NC,1611675094
401,nybro,56.7446,15.9071,32.0,80,75,9.22,SE,1611675094
402,la reforma,25.0833,-108.05,52.0,76,75,10.71,MX,1611675094
403,dwarka,22.2394,68.9678,68.13,48,0,12.24,IN,1611675094
404,half moon bay,37.4636,-122.4286,43.0,87,20,3.44,US,1611675094
405,kota tinggi,1.7381,103.8999,78.8,88,20,2.3,MY,1611675094
406,souillac,-20.5167,57.5167,82.4,65,20,2.3,MU,1611675094
407,rio gallegos,-51.6226,-69.2181,55.4,35,40,31.07,AR,1611675089
408,garowe,8.4054,48.4845,77.92,45,0,17.98,SO,1611675095
409,xai-xai,-25.0519,33.6442,80.53,86,100,8.61,MZ,1611675095
410,kuliyapitiya,7.4688,80.0401,78.8,69,0,6.91,LK,1611675095
411,haines junction,60.7522,-137.5108,-4.0,84,63,2.3,CA,1611675095
412,amurzet,47.6967,131.0981,-6.54,92,86,1.14,RU,1611675095
413,deputatskiy,69.3,139.9,-42.02,83,99,2.46,RU,1611675096
414,makakilo city,21.3469,-158.0858,73.4,83,40,6.91,US,1611675096
415,tarko-sale,64.9225,77.785,-23.53,86,100,17.11,RU,1611675096
416,khani,41.9563,42.9566,50.0,40,0,5.75,GE,1611675096
417,sorland,67.667,12.6934,37.4,81,75,21.85,NO,1611675096
418,ocos,14.5094,-92.1933,80.6,78,1,2.3,GT,1611675096
419,nicolas bravo,18.45,-88.9167,82.4,74,40,11.5,MX,1611675096
420,san juan,-31.5375,-68.5364,90.95,21,40,11.54,AR,1611674982
421,boa vista,2.8197,-60.6733,87.8,45,40,18.41,BR,1611674979
422,launceston,-41.45,147.1667,52.0,61,1,9.22,AU,1611675096
423,broken hill,-31.95,141.4333,66.2,82,0,10.36,AU,1611675096
424,batagay-alyta,67.8006,130.4114,-39.39,80,4,0.83,RU,1611675097
425,westport,41.1415,-73.3579,33.01,54,70,9.22,US,1611675097
426,kavieng,-2.5744,150.7967,82.31,77,60,9.82,PG,1611675097
427,darhan,49.4867,105.9228,-5.12,90,100,2.35,MN,1611675097
428,yabrud,33.9674,36.6574,53.6,40,0,3.44,SY,1611675097
429,colac,-38.3333,143.5833,52.0,78,0,3.0,AU,1611675097
430,vikhorevka,56.1201,101.1636,-25.01,75,20,2.24,RU,1611675097
431,palora,-1.7,-77.9333,66.2,94,90,2.3,EC,1611675097
432,grand gaube,-20.0064,57.6608,79.0,82,52,1.01,MU,1611675097
433,lorengau,-2.0226,147.2712,82.33,77,100,10.38,PG,1611675098
434,chifeng,42.2683,118.9636,3.7,82,0,6.98,CN,1611675098
435,lethem,3.3803,-59.7968,86.0,62,40,13.8,GY,1611675098
436,trat,12.5,102.5,74.21,91,38,1.03,TH,1611675098
437,payo,-3.7508,103.6372,73.56,94,100,1.68,ID,1611675098
438,calvinia,-31.4707,19.776,81.16,24,64,18.41,ZA,1611675098
439,salamiyah,35.0113,37.0532,49.62,49,100,7.9,SY,1611675098
440,ambovombe,-25.1667,46.0833,77.38,77,41,14.63,MG,1611675099
441,takoradi,4.8845,-1.7554,82.85,71,100,12.73,GH,1611675099
442,cairns,-16.9167,145.7667,77.0,83,100,8.05,AU,1611675099
443,yerbogachen,61.2767,108.0108,-42.39,80,91,1.95,RU,1611675100
444,naryan-mar,67.6713,53.087,-22.45,84,97,10.92,RU,1611675009
445,kaeo,-35.1,173.7833,59.0,92,5,3.53,NZ,1611675100
446,bundaberg,-24.85,152.35,73.0,88,16,3.11,AU,1611675100
447,altay,47.8667,88.1167,-4.61,77,48,3.74,CN,1611675100
448,la asuncion,11.0333,-63.8628,79.54,74,17,14.29,VE,1611675100
449,ponta delgada,37.7333,-25.6667,64.0,82,75,16.11,PT,1611675100
450,beringovskiy,63.05,179.3167,-7.13,91,99,11.74,RU,1611675100
451,egvekinot,66.3167,-179.1667,-12.24,90,98,9.8,RU,1611675100
452,bouguenais,47.1776,-1.6214,41.0,70,0,9.22,FR,1611675100
453,hofn,64.2539,-15.2082,25.3,89,7,25.97,IS,1611675101
454,sorong,-0.8833,131.25,78.87,87,100,13.15,ID,1611675101
455,hlinsko,49.7621,15.9076,30.0,11,100,2.82,CZ,1611675101
456,saint-pierre,-21.3393,55.4781,82.4,65,0,9.22,RE,1611675101
457,bontang,0.1333,117.5,79.14,81,100,4.21,ID,1611675101
458,joshimath,30.5667,79.5667,39.07,41,0,6.87,IN,1611675101
459,katherine,-14.4667,132.2667,78.8,89,100,4.61,AU,1611675101
460,cayhagan,9.6697,122.4256,76.82,82,33,10.71,PH,1611675101
461,walvis bay,-22.9575,14.5053,73.4,78,85,10.36,NA,1611675101
462,pangnirtung,66.1451,-65.7125,-4.0,84,40,9.22,CA,1611675102
463,owando,-0.4819,15.8999,88.72,52,16,1.23,CG,1611675102
464,mount isa,-20.7333,139.5,78.8,83,75,13.27,AU,1611675102
465,sechura,-5.5569,-80.8222,81.55,53,91,10.09,PE,1611675102
466,santa ana,33.7456,-117.8678,41.0,65,20,4.23,US,1611675054
467,ahipara,-35.1667,173.1667,63.05,91,1,4.29,NZ,1611675102
468,cockburn town,21.4612,-71.1419,75.96,77,27,19.98,TC,1611674860
469,olyka,50.7186,25.8125,30.2,93,90,24.61,UA,1611675102
470,cidreira,-30.1811,-50.2056,81.37,70,21,10.71,BR,1611675102
471,opuwo,-18.0607,13.84,77.63,55,94,7.02,NA,1611675102
472,rafaela,-31.2503,-61.4867,78.01,69,100,4.0,AR,1611675016
473,challans,46.8436,-1.8749,43.0,70,0,9.22,FR,1611675102
474,saldanha,-33.0117,17.9442,75.2,50,26,24.16,ZA,1611675103
475,leningradskiy,69.3833,178.4167,-18.89,86,100,12.73,RU,1611675103
476,fortuna,40.5982,-124.1573,37.0,100,90,14.97,US,1611675103
477,srednekolymsk,67.45,153.6833,-31.77,82,100,10.33,RU,1611675103
478,labuhan,-6.8844,112.2051,79.77,81,100,3.83,ID,1611675103
479,talaya,61.3833,152.75,-27.2,82,100,4.72,RU,1611675103
480,longkou,37.6508,120.3286,34.79,81,100,4.03,CN,1611675103
481,belle fourche,44.6714,-103.8522,18.0,92,90,4.61,US,1611675104
482,pangai,-19.8,-174.35,78.44,84,100,22.28,TO,1611675104
483,san borja,-14.8167,-66.85,83.5,71,95,5.12,BO,1611675020
484,kholm,59.2667,32.85,34.21,90,99,10.65,RU,1611675104
485,leh,34.1667,77.5833,4.95,60,0,0.63,IN,1611675104
486,ozernovskiy,51.5,156.5167,6.8,91,1,6.29,RU,1611675104
487,beppu,33.2736,131.4919,51.01,87,90,1.01,JP,1611675104
488,lantawan,10.6167,123.9833,78.8,83,90,3.44,PH,1611675104
489,mahibadhoo,3.7833,72.9667,81.18,75,100,15.99,MV,1611675104
490,bodden town,19.2833,-81.25,84.2,70,20,10.36,KY,1611675104
491,green valley,31.8543,-110.9937,37.0,97,33,16.58,US,1611675104
492,ambanja,-13.6833,48.45,86.0,87,75,4.61,MG,1611675104
493,mehran,33.1222,46.1646,44.6,53,0,2.3,IR,1611675104
494,macenta,8.5435,-9.471,96.78,10,0,3.27,GN,1611675105
495,komsomolskiy,40.4272,71.7189,32.0,64,3,6.91,UZ,1611675105
496,la rioja,42.25,-2.5,57.2,77,75,12.66,ES,1611675105
497,camana,-16.6228,-72.7111,76.19,64,39,11.59,PE,1611675105
498,zorritos,-3.6805,-80.6782,82.4,74,20,3.44,PE,1611675105
499,upington,-28.4478,21.2561,87.8,48,20,12.66,ZA,1611675105
500,omsukchan,62.5333,155.8,-31.45,81,100,4.88,RU,1611675105
501,ribeira grande,38.5167,-28.7,64.4,88,75,23.02,PT,1611675105
502,petropavlovsk-kamchatskiy,53.0452,158.6483,17.6,49,100,8.95,RU,1611675105
503,behshahr,36.6923,53.5526,44.6,81,0,2.3,IR,1611675105
504,colares,38.7992,-9.4469,62.01,100,90,10.36,PT,1611675105
505,ilulissat,69.2167,-51.1,12.2,67,75,3.44,GL,1611675105
506,sawakin,19.1059,37.3321,75.22,81,88,10.63,SD,1611675105
507,koratla,18.8167,78.7167,75.09,41,0,5.3,IN,1611675106
508,along,28.1667,94.7667,53.67,65,33,2.06,IN,1611675106
509,adelaide,-34.9333,138.6,64.0,72,20,10.36,AU,1611675002
510,leshukonskoye,64.8989,45.7622,32.54,98,100,2.71,RU,1611675106
511,matagami,49.7502,-77.6328,-0.4,92,1,6.91,CA,1611675106
512,mandera,3.9366,41.867,89.04,19,0,9.08,KE,1611675106
513,mikropolis,41.1935,23.8157,46.99,69,100,21.0,GR,1611675106
514,ormara,25.2088,64.6357,68.58,47,0,3.62,PK,1611675106
515,madaba,31.5833,35.6667,59.0,31,100,11.5,JO,1611675107
516,shishou,29.7226,112.419,46.54,66,55,3.91,CN,1611675107
517,chiredzi,-21.05,31.6667,79.02,82,91,8.23,ZW,1611675107
518,sao joao da barra,-21.6403,-41.0511,89.6,45,0,17.27,BR,1611675107
519,surt,31.2089,16.5887,66.43,60,48,22.35,LY,1611675107
520,bongandanga,1.5,21.05,83.71,52,100,2.01,CD,1611675107
521,north platte,41.1239,-100.7654,12.2,79,90,10.04,US,1611675010
522,margate,51.3813,1.3862,44.01,78,100,4.0,GB,1611675107
523,xining,36.6167,101.7667,15.62,82,19,1.97,CN,1611675107
524,mnogovershinnyy,53.9353,139.9242,-14.67,89,100,3.11,RU,1611675107
525,rosarito,32.3333,-117.0333,50.0,81,75,16.11,MX,1611675107
526,itarema,-2.9248,-39.9167,87.06,60,100,16.37,BR,1611675108
527,sioux lookout,50.1001,-91.917,-16.6,76,75,4.61,CA,1611675108
528,sakakah,29.9697,40.2064,62.6,19,0,5.75,SA,1611675108
529,hisor,38.525,68.5512,33.8,69,0,2.24,TJ,1611675108
530,estelle,29.8458,-90.1067,66.0,77,75,9.22,US,1611675108
531,qeshm,26.9581,56.2719,68.0,72,0,9.44,IR,1611675108
532,leutkirch,47.825,10.0167,30.99,83,100,15.99,DE,1611675108
533,dawson creek,55.7666,-120.2362,1.4,85,90,5.75,CA,1611675108
534,bambous virieux,-20.3428,57.7575,82.4,65,20,2.3,MU,1611675108
535,iracoubo,5.4802,-53.2011,79.59,83,67,13.35,GF,1611675108
536,arman,59.7,150.1667,-10.44,81,98,12.15,RU,1611675108
537,bogota,4.6097,-74.0817,62.6,55,75,5.75,CO,1611674902
538,liverpool,53.4106,-2.9779,39.2,93,90,12.66,GB,1611674963
539,tougue,11.4667,-11.6,91.65,10,0,5.82,GN,1611675108
540,gat,31.61,34.7642,63.0,56,100,1.99,IL,1611674824
541,tutoia,-2.7619,-42.2744,87.8,66,75,13.8,BR,1611675109
542,balabac,7.9868,117.0645,80.31,81,42,11.81,PH,1611675109
543,jasper,37.2001,-94.3502,34.0,86,90,8.05,US,1611675109
544,vanimo,-2.6741,141.3028,79.03,84,100,4.27,PG,1611675109
545,esso,55.9333,158.7,9.97,88,100,4.43,RU,1611675109
546,guarda,40.5373,-7.2658,57.99,95,100,4.0,PT,1611675109
547,lake charles,30.2131,-93.2044,68.0,59,75,6.91,US,1611675109
548,nago,26.5881,127.9761,64.4,72,20,10.36,JP,1611675109
549,portland,45.5234,-122.6762,36.0,89,100,1.01,US,1611675049
550,annemasse,46.1944,6.2378,37.4,48,20,5.75,FR,1611675109
551,takestan,36.0696,49.6959,39.2,41,0,2.3,IR,1611675109
552,mecca,21.4267,39.8261,81.18,47,81,10.92,SA,1611674971
553,norsup,-16.0667,167.3833,81.73,82,99,13.89,VU,1611675110
554,salalah,17.0151,54.0924,75.2,64,0,4.61,OM,1611674845
555,onega,63.9061,38.1404,34.18,97,100,6.71,RU,1611675110
556,matay,28.419,30.7792,61.93,30,10,8.88,EG,1611675111
557,bako,5.7833,36.5667,73.47,40,60,2.53,ET,1611675111
558,roseburg,43.2165,-123.3417,32.0,93,90,3.87,US,1611674945
559,machali,-34.1833,-70.6667,78.8,36,0,5.88,CL,1611675111
560,asyut,27.181,31.1837,73.4,35,0,11.5,EG,1611675112
561,nhulunbuy,-12.2333,136.7667,80.6,89,75,8.05,AU,1611675112
562,riyadh,24.6877,46.7219,69.8,17,0,8.05,SA,1611674893
563,staryy nadym,65.6118,72.6842,-18.92,88,100,6.11,RU,1611675112
564,sheboygan,43.7333,-87.9334,23.0,86,90,14.97,US,1611675112
565,den helder,52.9599,4.7593,42.8,81,90,10.36,NL,1611675113
566,lerwick,60.1545,-1.1494,33.8,75,20,2.3,GB,1611675113
567,aswan,24.0934,32.907,68.95,21,0,9.69,EG,1611675113
568,bay roberts,47.5999,-53.2648,35.01,93,90,14.97,CA,1611675113
569,tilichiki,60.4667,166.1,-10.93,89,100,13.0,RU,1611675114
570,namatanai,-3.6667,152.4333,80.15,79,94,4.94,PG,1611675114
571,sept-iles,50.2001,-66.3821,32.0,69,98,4.61,CA,1611674901
572,torit,4.4133,32.5678,93.11,20,96,9.13,SS,1611675114
573,podgorica,42.4411,19.2636,44.6,33,40,19.57,ME,1611675114
574,carnot,4.9409,15.8665,96.17,19,92,4.79,CF,1611675114
575,shahrud,36.4182,54.9763,33.89,76,100,0.65,IR,1611675115
576,sisimiut,66.9395,-53.6735,10.54,94,95,4.18,GL,1611675115
577,dalbandin,28.8947,64.4101,49.57,32,0,5.68,PK,1611675115
578,tulare,36.2666,-118.8009,34.0,93,75,5.75,US,1611674909
579,makat,47.6469,53.3463,25.74,97,53,16.33,KZ,1611675115
580,gloucester,51.8657,-2.2431,43.0,87,75,11.5,GB,1611674961
